sourceUrl,destinationUrl,statusCode,boldPublisher_id,domainKey
/tag/pizzeria,/,301,5548,resident
/tag/process,/,301,5548,resident
/tag/real-estate-florida,/,301,5548,resident
/tag/site/page/27,/,301,5548,resident
/tag/talented/page/13,/,301,5548,resident
/tag/tampa,/,301,5548,resident
/tag/timesavingtips,/,301,5548,resident
/tag/1-hotel-south-beach,/,301,5548,resident
/tag/75-main,/,301,5548,resident
/tag/alicia-keys,/,301,5548,resident
/tag/housing,/,301,5548,resident
/tag/ny-resident/page/198,/,301,5548,resident
/tag/places/page/35,/,301,5548,resident
/tag/resident,/,301,5548,resident
/tag/sharp/page/16,/,301,5548,resident
/tag/backpack/page/30,/,301,5548,resident
/tag/benettoncollection,/,301,5548,resident
/tag/resident/page/165,/,301,5548,resident
/tag/spring,/,301,5548,resident
/tag/travle-destinations,/,301,5548,resident
/tag/art-miami,/,301,5548,resident
/tag/discovermiami,/,301,5548,resident
/tag/gifts,/,301,5548,resident
/tag/oilyhair,/,301,5548,resident
/tag/philantrophy,/,301,5548,resident
/tag/pritika-swarup,/,301,5548,resident
/tag/rap,/,301,5548,resident
/tag/sarah-potempa,/,301,5548,resident
/tag/scanner,/,301,5548,resident
/tag/style/page/22,/,301,5548,resident
/tag/whimsical,/,301,5548,resident
/tag/campaign,/,301,5548,resident
/tag/empowermentseminar,/,301,5548,resident
/tag/grace-hotels,/,301,5548,resident
/tag/health/page/3,/,301,5548,resident
/tag/immigration,/,301,5548,resident
/tag/michelin-guide,/,301,5548,resident
/tag/new-york-food,/,301,5548,resident
/tag/new-york-resident,/,301,5548,resident
/tag/pilgrim,/,301,5548,resident
/tag/serving/page/3,/,301,5548,resident
/tag/mount-marcy,/,301,5548,resident
/index.html,/,301,5548,resident
/category/resident-hamptons,/,301,5548,resident
/category/resident-picks,/,301,5548,resident
/fashion-and-style/2024/01/18/fear-of-god-athletics-the-2023-2024-season-launches-in-nyc,/,301,5548,resident
