"publisher_name","referer_domain","total_requests","total_bytes","hit_count","date"
"bhoomitoday","https://www.bhoomitoday.com","10","49522","10","2022-03-08"
"sabq","https://sabq.org","6172813","231551277389","6171492","2022-03-08"
"whiteswanfoundation","https://www.whiteswanfoundation.org","45887","1225158189","45176","2022-03-08"
"startupcityindia","https://www.startupcityindia.com","6067","150536837","5790","2022-03-08"
"deshdoot","https://www.deshdoot.com","161250","4088424144","160729","2022-03-08"
"thebridgechronicle","https://www.thebridgechronicle.com","62679","1059879011","62188","2022-03-08"
"barandbench-hindi","https://hindi.barandbench.com","11733","350583438","11624","2022-03-08"
"raftaar","https://astrology.raftaar.in","57751","2170359468","57320","2022-03-08"
"yoyocial","https://www.yoyocial.news","24867","87342644","24800","2022-03-08"
"tendernama","https://www.tendernama.com","10121","310538483","10029","2022-03-08"
"theceo","https://www.theceo.in","24080","557725753","23710","2022-03-08"
"magazine-watertoday","https://magazine.watertoday.org","1256","25589259","1133","2022-03-08"
"raftaar","https://travel.raftaar.in","2861","40524674","2809","2022-03-08"
"steelguru","https://www.steelguru.com","50696","701062882","49992","2022-03-08"
"ficl","https://www.ficl.org.in","959","15151250","889","2022-03-08"
"happenings","https://www.happenings.com.ng","14","316324","1","2022-03-08"
"evoindia","https://www.evoindia.com","73724","1268779966","73232","2022-03-08"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","562","7639013","497","2022-03-08"
"bettorsinsider","https://www.bettorsinsider.com","14624","176648699","14271","2022-03-08"
"greatkarunadu","https://www.greatkarunadu.com","350","2214318","321","2022-03-08"
"netindian","https://www.netindian.in","29727","353860152","29481","2022-03-08"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","842","15597052","794","2022-03-08"
"raftaar","https://dharm.raftaar.in","50753","1883823915","50425","2022-03-08"
"pratinidhimanthan","https://www.pratinidhimanthan.com","1557","11039463","1481","2022-03-08"
"dharmadispatch","https://www.dharmadispatch.in","14189","366361540","13825","2022-03-08"
"pratidintime","https://www.pratidintime.com","70283","1017904710","70052","2022-03-08"
"tv5kannada","https://tv5kannada.com","365","53384866","356","2022-03-08"
"presscenter","https://www.presscenter.mn","291442","10002559135","290453","2022-03-08"
"dainikgomantak","https://www.dainikgomantak.com","105162","2674577137","104948","2022-03-08"
"newslaundry","https://www.newslaundry.com","20","129827","0","2022-03-08"
"newssensetn","https://www.newssensetn.com","31743","1124422306","31445","2022-03-08"
"fastbikesindia","https://www.fastbikesindia.com","7318","97277693","6952","2022-03-08"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","248","4184632","237","2022-03-08"
"sarkarnama","https://www.sarkarnama.in","762726","28309652704","762370","2022-03-08"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","412","5104956","360","2022-03-08"
"sinceindependence-hindi","https://hindi.sinceindependence.com","36659","1037660625","36447","2022-03-08"
"gomantaktimes","https://www.gomantaktimes.com","15866","292912037","15655","2022-03-08"
"iglobalnews","https://www.iglobalnews.com","6478","99571943","6264","2022-03-08"
"wuzupnigeria","https://wuzupnigeria.ng","16614","192298952","16396","2022-03-08"
"sinceindependence","https://www.sinceindependence.com","57432","692423177","57150","2022-03-08"
"ftcftcftc","https://www.ftcftcftc.com","2734","51072277","2461","2022-03-08"
"thenewsagency","https://www.thenewsagency.in","13539","280323839","13310","2022-03-08"
"barandbench","https://www.barandbench.com","949031","32661165576","945711","2022-03-08"
"mumbaitak","https://www.mumbaitak.in","260818","9859151956","260268","2022-03-08"
"thelawyer","https://www.thelawyer.co.ke","649","11367780","603","2022-03-08"
"raftaar","https://women.raftaar.in","35167","680020910","35003","2022-03-08"
"raftaar","https://news.raftaar.in","126232","2815182571","125960","2022-03-08"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","645","8885201","616","2022-03-08"
"thecue","https://www.thecue.in","110154","3775293258","109680","2022-03-08"
"dailynewsnepal","https://www.dailynewsnepal.com","139","836624","105","2022-03-08"
"rajexpress","https://www.rajexpress.co","49664","692770458","49346","2022-03-08"
"hindustanreads","https://www.hindustanreads.com","7141","88075612","7044","2022-03-08"
"uptak","https://www.uptak.in","1499109","61591954971","1498542","2022-03-08"
"kamadenu","https://kamadenu.hindutamil.in","107678","3506101217","107395","2022-03-08"
"raftaar","https://health.raftaar.in","2634","52390744","2566","2022-03-08"
"eastmojo","https://www.eastmojo.com","50","323391","11","2022-03-08"
"peoplesreporter","https://www.peoplesreporter.in","24637","702759792","24454","2022-03-08"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","792","4802661","741","2022-03-09"
"sathyadeepam","https://www.sathyadeepam.org","14603","379411798","14219","2022-03-09"
"newssensetn","https://www.newssensetn.com","16167","620824057","15716","2022-03-09"
"presscenter","https://www.presscenter.mn","80269","2546267417","79647","2022-03-09"
"mimorelia","https://mimorelia.com","897169","34968354241","894903","2022-03-09"
"dharmadispatch","https://www.dharmadispatch.in","18209","558301997","17474","2022-03-09"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","735","8862195","687","2022-03-09"
"barandbench","https://www.barandbench.com","949065","32541010156","944439","2022-03-09"
"indiaglobalbusiness","https://www.indiaglobalbusiness.com","7751","118240253","7427","2022-03-09"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","764","8319316","684","2022-03-09"
"rajexpress","https://www.rajexpress.co","41223","648321864","40762","2022-03-09"
"ejan","https://www.ejan.co","1192034","49736512282","1190078","2022-03-09"
"netindian","https://www.netindian.in","28408","362538964","27926","2022-03-09"
"gomantaktimes","https://www.gomantaktimes.com","11825","169463205","11424","2022-03-09"
"xchange","https://www.xchange.co.bw","2398","29195728","2315","2022-03-09"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","1264","19049448","1141","2022-03-09"
"eastmojo","https://www.eastmojo.com","83","611655","19","2022-03-09"
"greatkarunadu","https://www.greatkarunadu.com","371","5719644","277","2022-03-09"
"happenings","https://www.happenings.com.ng","4","103839","1","2022-03-09"
"yoyocial","https://www.yoyocial.news","23244","94356246","22993","2022-03-09"
"steelguru","https://www.steelguru.com","41292","661918857","40219","2022-03-09"
"magazine-watertoday","https://magazine.watertoday.org","1079","22933415","971","2022-03-09"
"kamadenu","https://kamadenu.hindutamil.in","93906","2838873960","93079","2022-03-09"
"iglobalnews","https://www.iglobalnews.com","10669","180088938","10283","2022-03-09"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","618","6050465","580","2022-03-09"
"bettorsinsider","https://www.bettorsinsider.com","19246","249738233","18594","2022-03-09"
"transportandlogisticsme","https://www.transportandlogisticsme.com","11072","195609844","10406","2022-03-09"
"sinceindependence","https://www.sinceindependence.com","51764","644621474","51087","2022-03-09"
"raftaar","https://dharm.raftaar.in","46911","1688505911","46112","2022-03-09"
"ftcftcftc","https://www.ftcftcftc.com","2726","56329046","2365","2022-03-09"
"barandbench-hindi","https://hindi.barandbench.com","7958","193862017","7715","2022-03-09"
"newslaundry","https://www.newslaundry.com","16","101050","3","2022-03-09"
"ficl","https://www.ficl.org.in","897","17050378","803","2022-03-09"
"forbesga","https://www.forbesga.com","628","14288359","518","2022-03-09"
"saamtv","https://www.saamtv.com","522919","18778992453","521892","2022-03-09"
"raftaar","https://travel.raftaar.in","2617","34098991","2542","2022-03-09"
"theamj","https://www.theamj.org","286","4451039","220","2022-03-09"
"theceo","https://www.theceo.in","27300","644537690","26584","2022-03-09"
"pratidhvani","https://www.pratidhvani.com","2","15373","0","2022-03-09"
"sarkarnama","https://www.sarkarnama.in","636041","25374237821","635053","2022-03-09"
"foodtechbiz","https://www.foodtechbiz.com","10057","208425000","9466","2022-03-09"
"bhoomitoday","https://www.bhoomitoday.com","5","24550","0","2022-03-09"
"matternews","https://www.matternews.org","3823","56163833","3486","2022-03-09"
"whiteswanfoundation","https://www.whiteswanfoundation.org","49047","1291580460","47532","2022-03-09"
"tendernama","https://www.tendernama.com","5125","139648159","4962","2022-03-09"
"uptak","https://www.uptak.in","828106","34901028002","826942","2022-03-09"
"pratidintime","https://www.pratidintime.com","78142","1315806379","77576","2022-03-09"
"evoindia","https://www.evoindia.com","59544","1118475014","58347","2022-03-09"
"tv5kannada","https://tv5kannada.com","306","44217453","292","2022-03-09"
"mumbaitak","https://www.mumbaitak.in","298614","11257426198","297685","2022-03-09"
"deshdoot","https://www.deshdoot.com","324991","9248323642","323003","2022-03-09"
"raftaar","https://astrology.raftaar.in","50213","1801217498","49414","2022-03-09"
"crimetak","https://www.crimetak.in","659014","25353023562","656877","2022-03-09"
"dailynewsnepal","https://www.dailynewsnepal.com","298","2049272","244","2022-03-09"
"raftaar","https://news.raftaar.in","106833","2064432163","106357","2022-03-09"
"thelawyer","https://www.thelawyer.co.ke","758","11737193","697","2022-03-09"
"peoplesreporter","https://www.peoplesreporter.in","12956","310890152","12663","2022-03-09"
"greaterkashmir","https://www.greaterkashmir.com","582304","19121788129","580322","2022-03-09"
"pratinidhimanthan","https://www.pratinidhimanthan.com","2995","20841249","2871","2022-03-09"
"dainikgomantak","https://www.dainikgomantak.com","73860","2303189726","73376","2022-03-09"
"sabq","https://sabq.org","6548467","247488814803","6544190","2022-03-09"
"punjabtoday","https://www.punjabtoday.com","2630","65994249","2457","2022-03-09"
"thenewsagency","https://www.thenewsagency.in","12144","192094616","11814","2022-03-09"
"ajel","https://ajel.sa","1897849","72255457760","1895551","2022-03-09"
"barandbench-kannada","https://kannada.barandbench.com","15218","489771846","14880","2022-03-09"
"raftaar","https://health.raftaar.in","2785","56181112","2656","2022-03-09"
"startupcityindia","https://www.startupcityindia.com","7012","184695145","6687","2022-03-09"
"raftaar","https://women.raftaar.in","30313","662546657","30047","2022-03-09"
"fastbikesindia","https://www.fastbikesindia.com","7867","99232017","7453","2022-03-09"
"thecue","https://www.thecue.in","114575","4245057313","113513","2022-03-09"
"wuzupnigeria","https://wuzupnigeria.ng","16569","269734923","16210","2022-03-09"
"thelede","https://www.thelede.in","5","24486","2","2022-03-09"
"sinceindependence-hindi","https://hindi.sinceindependence.com","29884","740408801","29534","2022-03-09"
"thebridgechronicle","https://www.thebridgechronicle.com","54621","1059201966","53591","2022-03-09"
"hindustanreads","https://www.hindustanreads.com","19100","395385674","18803","2022-03-09"
"barandbench","https://www.barandbench.com","829895","28417291466","826889","2022-03-10"
"thelawyer","https://www.thelawyer.co.ke","824","12266245","764","2022-03-10"
"xchange","https://www.xchange.co.bw","3154","16555553","3084","2022-03-10"
"matternews","https://www.matternews.org","3422","47546424","3212","2022-03-10"
"ajel","https://ajel.sa","1329452","46373032829","1328175","2022-03-10"
"uptak","https://www.uptak.in","2409075","86204295103","2408271","2022-03-10"
"magazine-watertoday","https://magazine.watertoday.org","770","14627946","681","2022-03-10"
"dainikgomantak","https://www.dainikgomantak.com","106698","3430270096","106329","2022-03-10"
"newssensetn","https://www.newssensetn.com","18988","662791046","18739","2022-03-10"
"eastmojo","https://www.eastmojo.com","87","545443","13","2022-03-10"
"sarkarnama","https://www.sarkarnama.in","722292","30403383829","721713","2022-03-10"
"fastbikesindia","https://www.fastbikesindia.com","7165","108104509","6796","2022-03-10"
"ejan","https://www.ejan.co","1069596","45053429316","1068685","2022-03-10"
"startupcityindia","https://www.startupcityindia.com","6683","166972277","6426","2022-03-10"
"tv5kannada","https://tv5kannada.com","413","59454560","385","2022-03-10"
"greaterkashmir","https://www.greaterkashmir.com","588029","19581803076","586809","2022-03-10"
"pratinidhimanthan","https://www.pratinidhimanthan.com","8694","220529639","8538","2022-03-10"
"raftaar","https://astrology.raftaar.in","57209","2222533441","56766","2022-03-10"
"peoplesreporter","https://www.peoplesreporter.in","14333","391855120","14146","2022-03-10"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","454","4867550","426","2022-03-10"
"barandbench-hindi","https://hindi.barandbench.com","6253","129761487","6116","2022-03-10"
"newslaundry","https://www.newslaundry.com","38","434620","1","2022-03-10"
"mumbaitak","https://www.mumbaitak.in","304364","11298219774","303613","2022-03-10"
"raftaar","https://health.raftaar.in","2524","53302245","2483","2022-03-10"
"transportandlogisticsme","https://www.transportandlogisticsme.com","10727","151247616","10341","2022-03-10"
"punjabtoday","https://www.punjabtoday.com","2290","54053737","2154","2022-03-10"
"theamj","https://www.theamj.org","243","3288416","194","2022-03-10"
"iglobalnews","https://www.iglobalnews.com","10036","206538371","9747","2022-03-10"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","701","9457011","636","2022-03-10"
"wuzupnigeria","https://wuzupnigeria.ng","17408","233483444","17127","2022-03-10"
"yoyocial","https://www.yoyocial.news","22829","109056092","22681","2022-03-10"
"ficl","https://www.ficl.org.in","910","17217575","839","2022-03-10"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","450","4902305","411","2022-03-10"
"sinceindependence-hindi","https://hindi.sinceindependence.com","19643","328499956","19503","2022-03-10"
"sabq","https://sabq.org","7185652","260918986972","7183539","2022-03-10"
"deshdoot","https://www.deshdoot.com","198865","5349407279","197988","2022-03-10"
"raftaar","https://women.raftaar.in","28594","704412311","28449","2022-03-10"
"steelguru","https://www.steelguru.com","45620","807882505","45080","2022-03-10"
"tendernama","https://www.tendernama.com","2025","50092605","1924","2022-03-10"
"gomantaktimes","https://www.gomantaktimes.com","21435","443736232","20923","2022-03-10"
"barandbench-kannada","https://kannada.barandbench.com","14981","492516757","14757","2022-03-10"
"indiaglobalbusiness","https://www.indiaglobalbusiness.com","9074","164593012","8783","2022-03-10"
"thelede","https://www.thelede.in","6","116364","1","2022-03-10"
"saamtv","https://www.saamtv.com","559183","20217120633","558337","2022-03-10"
"sathyadeepam","https://www.sathyadeepam.org","10603","250117025","10343","2022-03-10"
"thenewsagency","https://www.thenewsagency.in","7110","135770269","6904","2022-03-10"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","174","2300470","144","2022-03-10"
"rajexpress","https://www.rajexpress.co","40130","609432663","39911","2022-03-10"
"crimetak","https://www.crimetak.in","713455","27580813528","712007","2022-03-10"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","624","9517310","563","2022-03-10"
"forbesga","https://www.forbesga.com","798","18730129","663","2022-03-10"
"foodtechbiz","https://www.foodtechbiz.com","9889","211427756","9535","2022-03-10"
"bettorsinsider","https://www.bettorsinsider.com","17087","242459423","16671","2022-03-10"
"theceo","https://www.theceo.in","24687","581368000","24263","2022-03-10"
"netindian","https://www.netindian.in","27300","320895519","27026","2022-03-10"
"pratidintime","https://www.pratidintime.com","70591","1068083992","70285","2022-03-10"
"ftcftcftc","https://www.ftcftcftc.com","2298","46069863","2035","2022-03-10"
"raftaar","https://news.raftaar.in","117814","2851365962","117472","2022-03-10"
"greatkarunadu","https://www.greatkarunadu.com","259","1863513","231","2022-03-10"
"raftaar","https://travel.raftaar.in","2446","28875819","2395","2022-03-10"
"pratidhvani","https://www.pratidhvani.com","8","104793","3","2022-03-10"
"hindustanreads","https://www.hindustanreads.com","10890","172102290","10777","2022-03-10"
"knocksense","https://www.knocksense.com","17","96142","4","2022-03-10"
"kamadenu","https://kamadenu.hindutamil.in","169373","5780162379","168868","2022-03-10"
"thecue","https://www.thecue.in","158404","5324231140","157191","2022-03-10"
"bhoomitoday","https://www.bhoomitoday.com","14","72336","11","2022-03-10"
"presscenter","https://www.presscenter.mn","42564","1373772822","42182","2022-03-10"
"mimorelia","https://mimorelia.com","801328","32119374020","799871","2022-03-10"
"thebridgechronicle","https://www.thebridgechronicle.com","52686","961485144","52067","2022-03-10"
"dailynewsnepal","https://www.dailynewsnepal.com","127","1116418","114","2022-03-10"
"sinceindependence","https://www.sinceindependence.com","46584","591257385","46188","2022-03-10"
"dharmadispatch","https://www.dharmadispatch.in","12926","367548622","12506","2022-03-10"
"whiteswanfoundation","https://www.whiteswanfoundation.org","46867","1255933635","45884","2022-03-10"
"raftaar","https://dharm.raftaar.in","53280","2005273761","52820","2022-03-10"
"evoindia","https://www.evoindia.com","62882","1282417568","62217","2022-03-10"
"raftaar","https://women.raftaar.in","26841","590122291","26767","2022-03-11"
"fastbikesindia","https://www.fastbikesindia.com","7786","108821681","7536","2022-03-11"
"dainikgomantak","https://www.dainikgomantak.com","79342","2407742459","79069","2022-03-11"
"whiteswanfoundation","https://www.whiteswanfoundation.org","42214","1103881131","41541","2022-03-11"
"greaterkashmir","https://www.greaterkashmir.com","535688","17249435517","534632","2022-03-11"
"raftaar","https://dharm.raftaar.in","51523","1852581080","51059","2022-03-11"
"forbesga","https://www.forbesga.com","518","10793996","464","2022-03-11"
"tv5kannada","https://tv5kannada.com","270","38872425","261","2022-03-11"
"thelawyer","https://www.thelawyer.co.ke","916","15011017","868","2022-03-11"
"raftaar","https://news.raftaar.in","104045","1793115399","103890","2022-03-11"
"ftcftcftc","https://www.ftcftcftc.com","2661","56887746","2416","2022-03-11"
"steelguru","https://www.steelguru.com","43659","723118743","43216","2022-03-11"
"eastmojo","https://www.eastmojo.com","72","457701","11","2022-03-11"
"ejan","https://www.ejan.co","1646740","74305928925","1645453","2022-03-11"
"theamj","https://www.theamj.org","300","5476941","255","2022-03-11"
"dailynewsnepal","https://www.dailynewsnepal.com","186","4084226","155","2022-03-11"
"barandbench","https://www.barandbench.com","945202","30507670000","941558","2022-03-11"
"iglobalnews","https://www.iglobalnews.com","8485","146164850","8294","2022-03-11"
"uptak","https://www.uptak.in","2259846","79495375607","2259259","2022-03-11"
"thebridgechronicle","https://www.thebridgechronicle.com","55688","988645101","55196","2022-03-11"
"barandbench-hindi","https://hindi.barandbench.com","10275","338578487","10184","2022-03-11"
"sabq","https://sabq.org","4820697","174932789011","4819541","2022-03-11"
"evoindia","https://www.evoindia.com","52440","1111567772","52021","2022-03-11"
"peoplesreporter","https://www.peoplesreporter.in","22762","677084389","22564","2022-03-11"
"raftaar","https://astrology.raftaar.in","47220","1631578144","46788","2022-03-11"
"theceo","https://www.theceo.in","35649","922858694","35341","2022-03-11"
"punjabtoday","https://www.punjabtoday.com","2096","38110901","1996","2022-03-11"
"wuzupnigeria","https://wuzupnigeria.ng","27590","216400191","27359","2022-03-11"
"sarkarnama","https://www.sarkarnama.in","628124","23743969417","627673","2022-03-11"
"sathyadeepam","https://www.sathyadeepam.org","16771","430439666","16444","2022-03-11"
"saamtv","https://www.saamtv.com","458804","14732879504","458170","2022-03-11"
"pratinidhimanthan","https://www.pratinidhimanthan.com","4381","29913526","4319","2022-03-11"
"matternews","https://www.matternews.org","3828","51819156","3653","2022-03-11"
"dharmadispatch","https://www.dharmadispatch.in","14955","408943428","14505","2022-03-11"
"newslaundry","https://www.newslaundry.com","40","465479","16","2022-03-11"
"raftaar","https://travel.raftaar.in","2495","31464742","2460","2022-03-11"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","335","4024293","300","2022-03-11"
"mumbaitak","https://www.mumbaitak.in","262724","9812146037","262267","2022-03-11"
"ajel","https://ajel.sa","1429472","52894173663","1428157","2022-03-11"
"kamadenu","https://kamadenu.hindutamil.in","91493","2783700380","91090","2022-03-11"
"barandbench-kannada","https://kannada.barandbench.com","9638","306770205","9554","2022-03-11"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","950","22350650","879","2022-03-11"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","876","11253620","816","2022-03-11"
"crimetak","https://www.crimetak.in","577265","21958418577","576148","2022-03-11"
"rajexpress","https://www.rajexpress.co","61001","648155638","60757","2022-03-11"
"magazine-watertoday","https://magazine.watertoday.org","858","17875416","743","2022-03-11"
"sinceindependence-hindi","https://hindi.sinceindependence.com","25250","481032768","25088","2022-03-11"
"foodtechbiz","https://www.foodtechbiz.com","12950","264314840","12660","2022-03-11"
"happenings","https://www.happenings.com.ng","17","203948","3","2022-03-11"
"presscenter","https://www.presscenter.mn","44308","1441695874","43942","2022-03-11"
"yoyocial","https://www.yoyocial.news","21696","88976860","21620","2022-03-11"
"netindian","https://www.netindian.in","29612","329759304","29304","2022-03-11"
"mimorelia","https://mimorelia.com","692359","26931691638","691275","2022-03-11"
"pratidintime","https://www.pratidintime.com","63991","1001348904","63735","2022-03-11"
"tendernama","https://www.tendernama.com","2094","49145100","2028","2022-03-11"
"startupcityindia","https://www.startupcityindia.com","8333","151792997","8208","2022-03-11"
"sinceindependence","https://www.sinceindependence.com","43266","425108547","43008","2022-03-11"
"gomantaktimes","https://www.gomantaktimes.com","13358","241683861","13166","2022-03-11"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","538","7387759","467","2022-03-11"
"xchange","https://www.xchange.co.bw","2405","32372419","2320","2022-03-11"
"ficl","https://www.ficl.org.in","673","8804210","630","2022-03-11"
"hindustanreads","https://www.hindustanreads.com","9832","116885094","9795","2022-03-11"
"raftaar","https://health.raftaar.in","2502","48696049","2466","2022-03-11"
"greatkarunadu","https://www.greatkarunadu.com","325","2744130","299","2022-03-11"
"bettorsinsider","https://www.bettorsinsider.com","14768","210674693","14497","2022-03-11"
"thenewsagency","https://www.thenewsagency.in","12366","268415940","12126","2022-03-11"
"deshdoot","https://www.deshdoot.com","162827","4191386029","162295","2022-03-11"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","819","7399943","736","2022-03-11"
"newssensetn","https://www.newssensetn.com","30110","1082770649","29808","2022-03-11"
"thecue","https://www.thecue.in","158675","5114133298","156871","2022-03-11"
"transportandlogisticsme","https://www.transportandlogisticsme.com","8683","129980674","8435","2022-03-11"
"indiaglobalbusiness","https://www.indiaglobalbusiness.com","9916","126296711","9733","2022-03-11"
"mumbaitak","https://www.mumbaitak.in","263833","9476520912","263327","2022-03-12"
"sinceindependence","https://www.sinceindependence.com","40829","331285655","40578","2022-03-12"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","912","14045622","838","2022-03-12"
"dailynewsnepal","https://www.dailynewsnepal.com","232","3657295","176","2022-03-12"
"happenings","https://www.happenings.com.ng","9","396483","0","2022-03-12"
"barandbench-hindi","https://hindi.barandbench.com","6973","97654219","6906","2022-03-12"
"sabq","https://sabq.org","6018028","211713415340","6016496","2022-03-12"
"barandbench-kannada","https://kannada.barandbench.com","12422","379189410","12361","2022-03-12"
"raftaar","https://news.raftaar.in","90618","1288436593","90364","2022-03-12"
"thenewsagency","https://www.thenewsagency.in","12307","235597136","12140","2022-03-12"
"newssensetn","https://www.newssensetn.com","27628","941731479","27426","2022-03-12"
"thecue","https://www.thecue.in","141112","4712282599","139893","2022-03-12"
"hindustanreads","https://www.hindustanreads.com","12524","198264867","12442","2022-03-12"
"greatkarunadu","https://www.greatkarunadu.com","276","2551427","227","2022-03-12"
"crimetak","https://www.crimetak.in","204538","7486481821","203903","2022-03-12"
"sinceindependence-hindi","https://hindi.sinceindependence.com","29759","666017279","29638","2022-03-12"
"xchange","https://www.xchange.co.bw","1955","9494415","1898","2022-03-12"
"dharmadispatch","https://www.dharmadispatch.in","10849","284553868","10574","2022-03-12"
"indiaglobalbusiness","https://www.indiaglobalbusiness.com","7452","109118112","7245","2022-03-12"
"whiteswanfoundation","https://www.whiteswanfoundation.org","41382","1072647009","40759","2022-03-12"
"startupcityindia","https://www.startupcityindia.com","5954","111579047","5797","2022-03-12"
"transportandlogisticsme","https://www.transportandlogisticsme.com","8289","107504908","8038","2022-03-12"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","241","4178656","200","2022-03-12"
"forbesga","https://www.forbesga.com","430","7695491","348","2022-03-12"
"presscenter","https://www.presscenter.mn","27685","809316025","27509","2022-03-12"
"ficl","https://www.ficl.org.in","827","10442458","733","2022-03-12"
"barandbench","https://www.barandbench.com","693661","21495479113","691205","2022-03-12"
"sarkarnama","https://www.sarkarnama.in","495653","19015872719","495296","2022-03-12"
"foodtechbiz","https://www.foodtechbiz.com","8569","163923239","8371","2022-03-12"
"pratidhvani","https://www.pratidhvani.com","2","118222","2","2022-03-12"
"evoindia","https://www.evoindia.com","42962","850886273","42504","2022-03-12"
"newslaundry","https://www.newslaundry.com","18","120186","4","2022-03-12"
"raftaar","https://travel.raftaar.in","2797","33961889","2769","2022-03-12"
"peoplesreporter","https://www.peoplesreporter.in","18890","511386963","18754","2022-03-12"
"wuzupnigeria","https://wuzupnigeria.ng","16453","192365367","16267","2022-03-12"
"dainikgomantak","https://www.dainikgomantak.com","67320","1943923079","67155","2022-03-12"
"uptak","https://www.uptak.in","1382104","50702536899","1381666","2022-03-12"
"raftaar","https://women.raftaar.in","24956","553695886","24800","2022-03-12"
"yoyocial","https://www.yoyocial.news","15365","74865987","15305","2022-03-12"
"mimorelia","https://mimorelia.com","518826","20089310999","518036","2022-03-12"
"raftaar","https://astrology.raftaar.in","38812","1312003162","38468","2022-03-12"
"tv5kannada","https://tv5kannada.com","310","44534264","296","2022-03-12"
"tendernama","https://www.tendernama.com","2640","62277996","2522","2022-03-12"
"raftaar","https://dharm.raftaar.in","52313","1856936643","51831","2022-03-12"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","417","3976173","373","2022-03-12"
"thelawyer","https://www.thelawyer.co.ke","548","6633373","507","2022-03-12"
"fastbikesindia","https://www.fastbikesindia.com","7225","90279695","7040","2022-03-12"
"raftaar","https://health.raftaar.in","2435","43867883","2389","2022-03-12"
"deshdoot","https://www.deshdoot.com","170793","4396597144","170005","2022-03-12"
"gomantaktimes","https://www.gomantaktimes.com","15535","226839769","15320","2022-03-12"
"thebridgechronicle","https://www.thebridgechronicle.com","55462","967974202","55033","2022-03-12"
"theamj","https://www.theamj.org","418","8826395","335","2022-03-12"
"steelguru","https://www.steelguru.com","32822","458549177","32517","2022-03-12"
"theceo","https://www.theceo.in","23642","547037903","23387","2022-03-12"
"magazine-watertoday","https://magazine.watertoday.org","1167","15686740","1037","2022-03-12"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","545","6647480","511","2022-03-12"
"ejan","https://www.ejan.co","1362924","59120336978","1362111","2022-03-12"
"kamadenu","https://kamadenu.hindutamil.in","71647","2055039561","71365","2022-03-12"
"greaterkashmir","https://www.greaterkashmir.com","598175","18322858537","597022","2022-03-12"
"ajel","https://ajel.sa","1424529","52039099293","1423037","2022-03-12"
"iglobalnews","https://www.iglobalnews.com","6271","97396753","6078","2022-03-12"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","635","8206029","573","2022-03-12"
"punjabtoday","https://www.punjabtoday.com","2358","52907185","2234","2022-03-12"
"rajexpress","https://www.rajexpress.co","38579","539334623","38383","2022-03-12"
"netindian","https://www.netindian.in","30095","339642619","29901","2022-03-12"
"eastmojo","https://www.eastmojo.com","34","211741","16","2022-03-12"
"pratidintime","https://www.pratidintime.com","88874","1592181489","88657","2022-03-12"
"matternews","https://www.matternews.org","3898","51895376","3759","2022-03-12"
"saamtv","https://www.saamtv.com","475597","14497897070","474908","2022-03-12"
"ftcftcftc","https://www.ftcftcftc.com","2337","45085869","2151","2022-03-12"
"bettorsinsider","https://www.bettorsinsider.com","16681","213476204","16288","2022-03-12"
"sathyadeepam","https://www.sathyadeepam.org","13770","315349385","13584","2022-03-12"
"pratinidhimanthan","https://www.pratinidhimanthan.com","3016","28419247","2932","2022-03-12"
"peoplesreporter","https://www.peoplesreporter.in","23863","702977695","23621","2022-03-13"
"mumbaitak","https://www.mumbaitak.in","225225","8320149642","224743","2022-03-13"
"barandbench-kannada","https://kannada.barandbench.com","9743","259690020","9656","2022-03-13"
"iglobalnews","https://www.iglobalnews.com","5036","70127363","4891","2022-03-13"
"barandbench-hindi","https://hindi.barandbench.com","5321","44512271","5227","2022-03-13"
"knocksense","https://www.knocksense.com","3","13994","3","2022-03-13"
"pratidintime","https://www.pratidintime.com","60567","979548122","60310","2022-03-13"
