"publisher_name","referer_domain","total_requests","total_bytes","hit_count","date"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","374","4681652","331","2022-03-15"
"crimetak","https://www.crimetak.in","582676","21987746628","581510","2022-03-15"
"sabq","https://sabq.org","4353144","158742105978","4351654","2022-03-15"
"startupcityindia","https://www.startupcityindia.com","10132","252138770","9869","2022-03-15"
"theceo","https://www.theceo.in","42835","1554248690","42344","2022-03-15"
"raftaar","https://health.raftaar.in","2428","38466581","2384","2022-03-15"
"bettorsinsider","https://www.bettorsinsider.com","15027","193843578","14658","2022-03-15"
"sinceindependence","https://www.sinceindependence.com","43547","324932121","43273","2022-03-15"
"newssensetn","https://www.newssensetn.com","43097","1487150574","42913","2022-03-15"
"yoyocial","https://www.yoyocial.news","18902","80071154","18790","2022-03-15"
"raftaar","https://astrology.raftaar.in","39786","1081279591","39361","2022-03-15"
"wuzupnigeria","https://wuzupnigeria.ng","18374","244931149","18100","2022-03-15"
"transportandlogisticsme","https://www.transportandlogisticsme.com","13851","146534891","13401","2022-03-15"
"xchange","https://www.xchange.co.bw","3417","20111825","3360","2022-03-15"
"barandbench","https://www.barandbench.com","1366567","41705660756","1360698","2022-03-15"
"raftaar","https://dharm.raftaar.in","42561","1443071227","42090","2022-03-15"
"fastbikesindia","https://www.fastbikesindia.com","8063","126567109","7776","2022-03-15"
"raftaar","https://women.raftaar.in","44801","562073032","44719","2022-03-15"
"presscenter","https://www.presscenter.mn","38628","1213667401","38312","2022-03-15"
"theamj","https://www.theamj.org","268","4721422","229","2022-03-15"
"saamtv","https://www.saamtv.com","368144","10975446045","367598","2022-03-15"
"steelguru","https://www.steelguru.com","43599","647731134","43054","2022-03-15"
"dainikgomantak","https://www.dainikgomantak.com","71556","1875833422","71326","2022-03-15"
"barandbench-kannada","https://kannada.barandbench.com","13292","404574189","13072","2022-03-15"
"forbesga","https://www.forbesga.com","597","13697141","509","2022-03-15"
"sathyadeepam","https://www.sathyadeepam.org","12669","284634123","12457","2022-03-15"
"barandbench-hindi","https://hindi.barandbench.com","12072","357604758","11922","2022-03-15"
"tendernama","https://www.tendernama.com","3368","76944708","3301","2022-03-15"
"greaterkashmir","https://www.greaterkashmir.com","519890","15383760857","518761","2022-03-15"
"evoindia","https://www.evoindia.com","51653","1075311109","51065","2022-03-15"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","676","13034925","597","2022-03-15"
"foodtechbiz","https://www.foodtechbiz.com","9294","179352280","9043","2022-03-15"
"whiteswanfoundation","https://www.whiteswanfoundation.org","42814","1126832339","42164","2022-03-15"
"tv5kannada","https://tv5kannada.com","281","40452331","266","2022-03-15"
"magazine-watertoday","https://magazine.watertoday.org","682","8666391","580","2022-03-15"
"dharmadispatch","https://www.dharmadispatch.in","13573","350688217","13121","2022-03-15"
"pratinidhimanthan","https://www.pratinidhimanthan.com","2067","15269952","2001","2022-03-15"
"mumbaitak","https://www.mumbaitak.in","187811","6918936548","187336","2022-03-15"
"deshdoot","https://www.deshdoot.com","133704","3167282899","133137","2022-03-15"
"sinceindependence-hindi","https://hindi.sinceindependence.com","46539","1170373729","46342","2022-03-15"
"deshdoot","https://www.deshdoot.com","235418","6361442502","234639","2022-03-16"
"ftcftcftc","https://www.ftcftcftc.com","2966","60988981","2672","2022-03-16"
"crimetak","https://www.crimetak.in","543094","19971278601","542013","2022-03-16"
"sarkarnama","https://www.sarkarnama.in","491417","17451744406","491033","2022-03-16"
"wuzupnigeria","https://wuzupnigeria.ng","18691","299731236","18275","2022-03-16"
"sinceindependence","https://www.sinceindependence.com","51031","431335431","50763","2022-03-16"
"theceo","https://www.theceo.in","34856","1150224987","34484","2022-03-16"
"raftaar","https://health.raftaar.in","2498","40805095","2460","2022-03-16"
"happenings","https://www.happenings.com.ng","4","36299","1","2022-03-16"
"fastbikesindia","https://www.fastbikesindia.com","7699","116226482","7424","2022-03-16"
"pratidintime","https://www.pratidintime.com","104256","2173902726","103931","2022-03-16"
"saamtv","https://www.saamtv.com","374823","11728109779","374249","2022-03-16"
"matternews","https://www.matternews.org","3078","37559658","2919","2022-03-16"
"theamj","https://www.theamj.org","188","3147282","152","2022-03-16"
"thecue","https://www.thecue.in","159814","5347378236","158456","2022-03-16"
"hindustanreads","https://www.hindustanreads.com","8419","84875570","8379","2022-03-16"
"sathyadeepam","https://www.sathyadeepam.org","9895","178711056","9760","2022-03-16"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","484","4072652","455","2022-03-16"
"thebridgechronicle","https://www.thebridgechronicle.com","70872","1300114331","70294","2022-03-16"
"kamadenu","https://kamadenu.hindutamil.in","75137","2080218518","74867","2022-03-16"
"indiaglobalbusiness","https://www.indiaglobalbusiness.com","7810","121797357","7612","2022-03-16"
"barandbench-hindi","https://hindi.barandbench.com","8275","193913047","8205","2022-03-16"
"barandbench","https://www.barandbench.com","786634","23486261484","783357","2022-03-16"
"mumbaitak","https://www.mumbaitak.in","189366","6677559697","188956","2022-03-16"
"raftaar","https://dharm.raftaar.in","37296","1260917967","36950","2022-03-16"
"eastmojo","https://www.eastmojo.com","115","776351","48","2022-03-16"
"rajexpress","https://www.rajexpress.co","42340","568877218","42131","2022-03-16"
"anweshanam","https://www.anweshanam.com","8","50710","0","2022-03-16"
"dailynewsnepal","https://www.dailynewsnepal.com","145","1245042","111","2022-03-16"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","725","11791656","697","2022-03-16"
"forbesga","https://www.forbesga.com","506","11110783","464","2022-03-16"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","279","3934321","217","2022-03-16"
"bettorsinsider","https://www.bettorsinsider.com","14257","185082515","13876","2022-03-16"
"dharmadispatch","https://www.dharmadispatch.in","18809","557084341","18255","2022-03-16"
"pratinidhimanthan","https://www.pratinidhimanthan.com","2167","22033291","2068","2022-03-16"
"transportandlogisticsme","https://www.transportandlogisticsme.com","10464","148622619","10128","2022-03-16"
"raftaar","https://travel.raftaar.in","2270","25702417","2252","2022-03-16"
"ejan","https://www.ejan.co","1636558","63349085459","1634709","2022-03-16"
"startupcityindia","https://www.startupcityindia.com","10795","251664924","10577","2022-03-16"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","496","8084755","443","2022-03-16"
"evoindia","https://www.evoindia.com","51130","976788793","50504","2022-03-16"
"ajel","https://ajel.sa","1157740","37000799179","1156783","2022-03-16"
"netindian","https://www.netindian.in","33234","349802437","32953","2022-03-16"
"tv5kannada","https://tv5kannada.com","327","47436991","317","2022-03-16"
"dainikgomantak","https://www.dainikgomantak.com","73409","1910730756","73225","2022-03-16"
"steelguru","https://www.steelguru.com","40429","630712516","39968","2022-03-16"
"gomantaktimes","https://www.gomantaktimes.com","12423","136467041","12248","2022-03-16"
"sinceindependence-hindi","https://hindi.sinceindependence.com","43422","939782202","43279","2022-03-16"
"newssensetn","https://www.newssensetn.com","38828","1449867637","38564","2022-03-16"
"knocksense","https://www.knocksense.com","24","344986","7","2022-03-16"
"bhoomitoday","https://www.bhoomitoday.com","10","49408","7","2022-03-16"
"iglobalnews","https://www.iglobalnews.com","10340","174513922","10065","2022-03-16"
"punjabtoday","https://www.punjabtoday.com","6396","192599660","6201","2022-03-16"
"greaterkashmir","https://www.greaterkashmir.com","634354","19898408638","633276","2022-03-16"
"yoyocial","https://www.yoyocial.news","13649","69842504","13606","2022-03-16"
"tendernama","https://www.tendernama.com","7370","210778998","7289","2022-03-16"
"uptak","https://www.uptak.in","563690","22075997957","563447","2022-03-16"
"newslaundry","https://www.newslaundry.com","28","166405","11","2022-03-16"
"peoplesreporter","https://www.peoplesreporter.in","20441","529205697","20298","2022-03-16"
"whiteswanfoundation","https://www.whiteswanfoundation.org","44797","1165669029","44039","2022-03-16"
"sabq","https://sabq.org","4653491","167978395944","4651992","2022-03-16"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","294","1999542","284","2022-03-16"
"raftaar","https://women.raftaar.in","29085","525396483","28944","2022-03-16"
"xchange","https://www.xchange.co.bw","3369","27766889","3262","2022-03-16"
"raftaar","https://news.raftaar.in","121984","1560456504","121713","2022-03-16"
"magazine-watertoday","https://magazine.watertoday.org","704","14188970","602","2022-03-16"
"udaybulletin","https://www.udaybulletin.com","2","4541","0","2022-03-16"
"raftaar","https://astrology.raftaar.in","34422","1056228104","33955","2022-03-16"
"mimorelia","https://mimorelia.com","570883","22827101977","569853","2022-03-16"
"pratidhvani","https://www.pratidhvani.com","30","264862","27","2022-03-16"
"barandbench-kannada","https://kannada.barandbench.com","9943","293975484","9843","2022-03-16"
"greatkarunadu","https://www.greatkarunadu.com","322","4734420","272","2022-03-16"
"presscenter","https://www.presscenter.mn","43329","1442732482","42951","2022-03-16"
"ficl","https://www.ficl.org.in","1355","24071876","1275","2022-03-16"
"thenewsagency","https://www.thenewsagency.in","14107","330141457","13953","2022-03-16"
"foodtechbiz","https://www.foodtechbiz.com","10187","182341254","9972","2022-03-16"
"wuzupnigeria","https://wuzupnigeria.ng","20499","267027999","20239","2022-03-17"
"dailynewsnepal","https://www.dailynewsnepal.com","129","1232108","92","2022-03-17"
"mumbaitak","https://www.mumbaitak.in","121714","4060150155","121471","2022-03-17"
"steelguru","https://www.steelguru.com","51834","904806729","51317","2022-03-17"
"dainikgomantak","https://www.dainikgomantak.com","73914","1929664766","73749","2022-03-17"
"raftaar","https://news.raftaar.in","82331","808511836","82127","2022-03-17"
"fastbikesindia","https://www.fastbikesindia.com","8000","117961629","7659","2022-03-17"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","281","2312874","271","2022-03-17"
"raftaar","https://women.raftaar.in","24666","458597320","24551","2022-03-17"
"mimorelia","https://mimorelia.com","735332","30034597216","733929","2022-03-17"
"thenewsagency","https://www.thenewsagency.in","13003","373464413","12725","2022-03-17"
"pratidintime","https://www.pratidintime.com","74103","1442336655","73872","2022-03-17"
"ficl","https://www.ficl.org.in","1264","16513790","1191","2022-03-17"
"pratinidhimanthan","https://www.pratinidhimanthan.com","3117","40915260","3030","2022-03-17"
"forbesga","https://www.forbesga.com","530","14128279","471","2022-03-17"
"indiaglobalbusiness","https://www.indiaglobalbusiness.com","8193","112276248","8011","2022-03-17"
"upfrontstories","https://www.upfrontstories.com","3","108203","0","2022-03-17"
"crimetak","https://www.crimetak.in","1096076","37793318502","1093220","2022-03-17"
"raftaar","https://astrology.raftaar.in","28892","900505845","28537","2022-03-17"
"yoyocial","https://www.yoyocial.news","15341","84686430","15159","2022-03-17"
"thebridgechronicle","https://www.thebridgechronicle.com","62143","1164195929","61574","2022-03-17"
"ajel","https://ajel.sa","1084548","34402521721","1083403","2022-03-17"
"barandbench-hindi","https://hindi.barandbench.com","5534","38271692","5479","2022-03-17"
"knocksense","https://www.knocksense.com","3","13958","0","2022-03-17"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","472","4785201","409","2022-03-17"
"newssensetn","https://www.newssensetn.com","63232","2310033338","62877","2022-03-17"
"peoplesreporter","https://www.peoplesreporter.in","14557","380006860","14440","2022-03-17"
"netindian","https://www.netindian.in","42937","301407081","42720","2022-03-17"
"sabq","https://sabq.org","4934501","175741266212","4933118","2022-03-17"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","710","7878910","633","2022-03-17"
"ejan","https://www.ejan.co","1906186","78942876156","1904287","2022-03-17"
"punjabtoday","https://www.punjabtoday.com","2286","54092574","2194","2022-03-17"
"deshdoot","https://www.deshdoot.com","246789","6461764155","245592","2022-03-17"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","641","7537400","583","2022-03-17"
"transportandlogisticsme","https://www.transportandlogisticsme.com","10480","170588424","10110","2022-03-17"
"hindustanreads","https://www.hindustanreads.com","1079","17891674","1073","2022-03-17"
"uptak","https://www.uptak.in","598981","23425953213","598583","2022-03-17"
"greaterkashmir","https://www.greaterkashmir.com","522461","15656206379","521394","2022-03-17"
"matternews","https://www.matternews.org","4205","64986728","4000","2022-03-17"
"thecue","https://www.thecue.in","92571","2851570644","91785","2022-03-17"
"iglobalnews","https://www.iglobalnews.com","8513","159851211","8295","2022-03-17"
"saamtv","https://www.saamtv.com","317250","9761755950","316732","2022-03-17"
"tendernama","https://www.tendernama.com","2422","53374299","2321","2022-03-17"
"ftcftcftc","https://www.ftcftcftc.com","2396","53583246","2141","2022-03-17"
"barandbench-kannada","https://kannada.barandbench.com","11171","361963717","11035","2022-03-17"
"theamj","https://www.theamj.org","265","4058509","209","2022-03-17"
"evoindia","https://www.evoindia.com","50930","1029421428","50446","2022-03-17"
"raftaar","https://travel.raftaar.in","2489","27129639","2415","2022-03-17"
"sinceindependence","https://www.sinceindependence.com","38594","316936919","38268","2022-03-17"
"newslaundry","https://www.newslaundry.com","62","626073","4","2022-03-17"
"raftaar","https://health.raftaar.in","2508","39102503","2463","2022-03-17"
"kamadenu","https://kamadenu.hindutamil.in","76869","2166456990","76648","2022-03-17"
"sarkarnama","https://www.sarkarnama.in","351776","12379297314","351500","2022-03-17"
"eastmojo","https://www.eastmojo.com","71","457957","25","2022-03-17"
"sathyadeepam","https://www.sathyadeepam.org","11988","245994380","11700","2022-03-17"
"tv5kannada","https://tv5kannada.com","244","35562480","232","2022-03-17"
"foodtechbiz","https://www.foodtechbiz.com","8992","160503127","8710","2022-03-17"
"magazine-watertoday","https://magazine.watertoday.org","1702","17068926","1613","2022-03-17"
"barandbench","https://www.barandbench.com","583432","16747863425","581280","2022-03-17"
"rajexpress","https://www.rajexpress.co","41828","668726405","41626","2022-03-17"
"bettorsinsider","https://www.bettorsinsider.com","16575","197165800","16106","2022-03-17"
"greatkarunadu","https://www.greatkarunadu.com","299","2739852","288","2022-03-17"
"presscenter","https://www.presscenter.mn","36355","1156829675","36023","2022-03-17"
"raftaar","https://dharm.raftaar.in","50848","1654573570","50369","2022-03-17"
"dharmadispatch","https://www.dharmadispatch.in","18747","536081796","18231","2022-03-17"
"whiteswanfoundation","https://www.whiteswanfoundation.org","40419","1051091829","39678","2022-03-17"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","966","19894396","920","2022-03-17"
"thelawyer","https://www.thelawyer.co.ke","18","368731","18","2022-03-17"
"startupcityindia","https://www.startupcityindia.com","9215","202566504","8929","2022-03-17"
"theceo","https://www.theceo.in","26756","600076857","26407","2022-03-17"
"sinceindependence-hindi","https://hindi.sinceindependence.com","20267","356623860","20193","2022-03-17"
"gomantaktimes","https://www.gomantaktimes.com","11791","118733841","11629","2022-03-17"
"xchange","https://www.xchange.co.bw","2741","32409601","2669","2022-03-17"
"fastbikesindia","https://www.fastbikesindia.com","7492","97762987","7140","2022-03-18"
"newslaundry","https://www.newslaundry.com","32","204867","6","2022-03-18"
"steelguru","https://www.steelguru.com","43352","668755202","42781","2022-03-18"
"pratidintime","https://www.pratidintime.com","53850","773486010","53571","2022-03-18"
"foodtechbiz","https://www.foodtechbiz.com","8518","132411180","8272","2022-03-18"
"xchange","https://www.xchange.co.bw","2674","14876181","2617","2022-03-18"
"evoindia","https://www.evoindia.com","42708","773078659","42171","2022-03-18"
"saamtv","https://www.saamtv.com","273012","8323744261","272598","2022-03-18"
"gomantaktimes","https://www.gomantaktimes.com","11898","111752756","11618","2022-03-18"
"sathyadeepam","https://www.sathyadeepam.org","12993","245037195","12729","2022-03-18"
"mumbaitak","https://www.mumbaitak.in","76854","2154528761","76592","2022-03-18"
"iglobalnews","https://www.iglobalnews.com","6830","93923144","6663","2022-03-18"
"pratinidhimanthan","https://www.pratinidhimanthan.com","3446","8858953","3397","2022-03-18"
"barandbench-hindi","https://hindi.barandbench.com","6228","40436334","6117","2022-03-18"
"knocksense","https://www.knocksense.com","3","15070","0","2022-03-18"
"happenings","https://www.happenings.com.ng","11","222254","0","2022-03-18"
"bhoomitoday","https://www.bhoomitoday.com","5","24601","5","2022-03-18"
"sinceindependence","https://www.sinceindependence.com","34359","269299517","34032","2022-03-18"
"ficl","https://www.ficl.org.in","909","10738572","863","2022-03-18"
"mimorelia","https://mimorelia.com","721636","30595774085","720095","2022-03-18"
"bettorsinsider","https://www.bettorsinsider.com","16163","230716675","15811","2022-03-18"
"dainikgomantak","https://www.dainikgomantak.com","98277","2222768784","98030","2022-03-18"
"raftaar","https://news.raftaar.in","77028","612102395","76776","2022-03-18"
"wuzupnigeria","https://wuzupnigeria.ng","30243","292219630","30005","2022-03-18"
"thenewsagency","https://www.thenewsagency.in","13283","343892098","13016","2022-03-18"
"eastmojo","https://www.eastmojo.com","36","236239","6","2022-03-18"
"greaterkashmir","https://www.greaterkashmir.com","587197","18762749130","585957","2022-03-18"
"sabq","https://sabq.org","4015419","145977213669","4013927","2022-03-18"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","696","4152991","652","2022-03-18"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","649","7736075","585","2022-03-18"
"tendernama","https://www.tendernama.com","1991","41546099","1941","2022-03-18"
"ajel","https://ajel.sa","1245567","39254923521","1243909","2022-03-18"
"startupcityindia","https://www.startupcityindia.com","6329","87430412","6101","2022-03-18"
"raftaar","https://health.raftaar.in","2423","34452279","2380","2022-03-18"
"dailynewsnepal","https://www.dailynewsnepal.com","262","934597","242","2022-03-18"
"hindustanreads","https://www.hindustanreads.com","96","3093838","95","2022-03-18"
"kamadenu","https://kamadenu.hindutamil.in","100818","2802898836","100342","2022-03-18"
"thebridgechronicle","https://www.thebridgechronicle.com","60575","991617284","60074","2022-03-18"
"yoyocial","https://www.yoyocial.news","15938","69155754","15794","2022-03-18"
"raftaar","https://astrology.raftaar.in","24282","773895497","23886","2022-03-18"
"thelawyer","https://www.thelawyer.co.ke","4","150489","3","2022-03-18"
"theceo","https://www.theceo.in","21442","457679275","21087","2022-03-18"
"greatkarunadu","https://www.greatkarunadu.com","492","4649435","433","2022-03-18"
"matternews","https://www.matternews.org","3712","51396177","3548","2022-03-18"
"netindian","https://www.netindian.in","48723","354258424","48422","2022-03-18"
"presscenter","https://www.presscenter.mn","41636","1330087699","41321","2022-03-18"
"dharmadispatch","https://www.dharmadispatch.in","19355","492395686","18886","2022-03-18"
"barandbench","https://www.barandbench.com","398880","9643729541","396607","2022-03-18"
"forbesga","https://www.forbesga.com","522","10493556","462","2022-03-18"
"raftaar","https://dharm.raftaar.in","38748","1315102016","38398","2022-03-18"
"tv5kannada","https://tv5kannada.com","277","39287566","255","2022-03-18"
"barandbench-kannada","https://kannada.barandbench.com","23746","688535962","23609","2022-03-18"
"rajexpress","https://www.rajexpress.co","66158","743883525","65915","2022-03-18"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","689","9016478","650","2022-03-18"
"raftaar","https://travel.raftaar.in","2107","22143800","2091","2022-03-18"
"theamj","https://www.theamj.org","293","5129298","229","2022-03-18"
"indiaglobalbusiness","https://www.indiaglobalbusiness.com","10540","162874208","10185","2022-03-18"
"punjabtoday","https://www.punjabtoday.com","1801","38830063","1685","2022-03-18"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","337","3290237","314","2022-03-18"
"ejan","https://www.ejan.co","1375313","52198791066","1373318","2022-03-18"
"crimetak","https://www.crimetak.in","361524","12286476612","360143","2022-03-18"
"uptak","https://www.uptak.in","442150","17355349829","441665","2022-03-18"
"magazine-watertoday","https://magazine.watertoday.org","797","11298420","719","2022-03-18"
"transportandlogisticsme","https://www.transportandlogisticsme.com","9379","127422942","9069","2022-03-18"
"sinceindependence-hindi","https://hindi.sinceindependence.com","74575","341462017","74406","2022-03-18"
"thecue","https://www.thecue.in","60054","1740040147","59392","2022-03-18"
"deshdoot","https://www.deshdoot.com","147506","3557521297","146870","2022-03-18"
"peoplesreporter","https://www.peoplesreporter.in","16197","414731001","15994","2022-03-18"
"raftaar","https://women.raftaar.in","21874","382640483","21798","2022-03-18"
"whiteswanfoundation","https://www.whiteswanfoundation.org","39472","1027700739","38822","2022-03-18"
"newssensetn","https://www.newssensetn.com","201097","6896467039","200392","2022-03-18"
"ftcftcftc","https://www.ftcftcftc.com","2232","39795053","2005","2022-03-18"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","849","7301005","787","2022-03-18"
"sarkarnama","https://www.sarkarnama.in","300291","9893908171","299883","2022-03-18"
"whiteswanfoundation-hindi","https://hindi.whiteswanfoundation.org","442","4974670","406","2022-03-19"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","610","6312284","546","2022-03-19"
"dainikgomantak","https://www.dainikgomantak.com","84630","2280926870","84483","2022-03-19"
"barandbench","https://www.barandbench.com","474757","12110512598","472705","2022-03-19"
"bhoomitoday","https://www.bhoomitoday.com","5","24751","5","2022-03-19"
"rajexpress","https://www.rajexpress.co","65695","1248769688","65439","2022-03-19"
"happenings","https://www.happenings.com.ng","1","8105","0","2022-03-19"
"thecue","https://www.thecue.in","54428","1564235643","53864","2022-03-19"
"indiaglobalbusiness","https://www.indiaglobalbusiness.com","8265","119740806","8094","2022-03-19"
"ftcftcftc","https://www.ftcftcftc.com","2689","52857914","2474","2022-03-19"
"thebridgechronicle","https://www.thebridgechronicle.com","56462","974649492","55948","2022-03-19"
"ficl","https://www.ficl.org.in","881","13116827","781","2022-03-19"
"deshdoot","https://www.deshdoot.com","165243","4199329048","164355","2022-03-19"
"sathyadeepam","https://www.sathyadeepam.org","13131","283164758","12898","2022-03-19"
"kamadenu","https://kamadenu.hindutamil.in","74537","2108665190","74154","2022-03-19"
"iglobalnews","https://www.iglobalnews.com","6990","103144645","6818","2022-03-19"
"yoyocial","https://www.yoyocial.news","17871","108665916","17784","2022-03-19"
"pratidintime","https://www.pratidintime.com","71945","1251303028","71761","2022-03-19"
"ejan","https://www.ejan.co","1059222","38142279724","1057852","2022-03-19"
"whiteswanfoundation-tamil","https://tamil.whiteswanfoundation.org","979","7687659","888","2022-03-19"
"evoindia","https://www.evoindia.com","45261","837129358","44780","2022-03-19"
"whiteswanfoundation-bengali","https://bengali.whiteswanfoundation.org","831","12530868","725","2022-03-19"
"mimorelia","https://mimorelia.com","454734","17663633635","453891","2022-03-19"
"sarkarnama","https://www.sarkarnama.in","326417","11455322226","326027","2022-03-19"
"wuzupnigeria","https://wuzupnigeria.ng","18059","242276302","17856","2022-03-19"
"thenewsagency","https://www.thenewsagency.in","12567","275717987","12392","2022-03-19"
"mumbaitak","https://www.mumbaitak.in","189652","6609351652","189042","2022-03-19"
"steelguru","https://www.steelguru.com","33814","442813301","33566","2022-03-19"
"gomantaktimes","https://www.gomantaktimes.com","9763","89385160","9608","2022-03-19"
"eastmojo","https://www.eastmojo.com","77","476464","22","2022-03-19"
"tv5kannada","https://tv5kannada.com","287","41118552","273","2022-03-19"
"sabq","https://sabq.org","4600347","166067396976","4598852","2022-03-19"
"punjabtoday","https://www.punjabtoday.com","2903","69588875","2825","2022-03-19"
"crimetak","https://www.crimetak.in","599135","21409969596","597698","2022-03-19"
"bettorsinsider","https://www.bettorsinsider.com","15710","226343020","15361","2022-03-19"
"whiteswanfoundation-malayalam","https://malayalam.whiteswanfoundation.org","371","1783379","362","2022-03-19"
"fastbikesindia","https://www.fastbikesindia.com","8768","92344505","8486","2022-03-19"
"theamj","https://www.theamj.org","302","3623898","294","2022-03-19"
"raftaar","https://women.raftaar.in","24564","450791391","24461","2022-03-19"
"sinceindependence-hindi","https://hindi.sinceindependence.com","36950","462835511","36856","2022-03-19"
"raftaar","https://travel.raftaar.in","2468","27397393","2424","2022-03-19"
"theceo","https://www.theceo.in","20185","412021134","19821","2022-03-19"
"barandbench-kannada","https://kannada.barandbench.com","10892","318807505","10838","2022-03-19"
"forbesga","https://www.forbesga.com","361","9119665","330","2022-03-19"
"tendernama","https://www.tendernama.com","1860","36426751","1742","2022-03-19"
"startupcityindia","https://www.startupcityindia.com","3798","70285213","3662","2022-03-19"
"raftaar","https://astrology.raftaar.in","30452","951946380","30129","2022-03-19"
"transportandlogisticsme","https://www.transportandlogisticsme.com","8213","105974521","8085","2022-03-19"
"ajel","https://ajel.sa","1476074","45347181233","1474751","2022-03-19"
"matternews","https://www.matternews.org","3679","48794036","3566","2022-03-19"
"greatkarunadu","https://www.greatkarunadu.com","440","6231232","349","2022-03-19"
"raftaar","https://dharm.raftaar.in","45139","1557365759","44616","2022-03-19"
"peoplesreporter","https://www.peoplesreporter.in","26874","787215120","26629","2022-03-19"
"barandbench-hindi","https://hindi.barandbench.com","5687","33471815","5606","2022-03-19"
"knocksense","https://www.knocksense.com","7","47922","0","2022-03-19"
"raftaar","https://news.raftaar.in","80657","964423175","80457","2022-03-19"
"presscenter","https://www.presscenter.mn","32791","970122143","32552","2022-03-19"
"newssensetn","https://www.newssensetn.com","310438","10113690841","310145","2022-03-19"
"raftaar","https://health.raftaar.in","2403","35247587","2353","2022-03-19"
"hindustanreads","https://www.hindustanreads.com","13","724255","13","2022-03-19"
"whiteswanfoundation","https://www.whiteswanfoundation.org","35541","934639602","34907","2022-03-19"
"xchange","https://www.xchange.co.bw","2085","15623574","2036","2022-03-19"
"netindian","https://www.netindian.in","37120","323128260","36918","2022-03-19"
"newslaundry","https://www.newslaundry.com","44","464589","4","2022-03-19"
"saamtv","https://www.saamtv.com","303139","9229426583","302713","2022-03-19"
"dharmadispatch","https://www.dharmadispatch.in","12715","320063376","12478","2022-03-19"
"pratinidhimanthan","https://www.pratinidhimanthan.com","1517","11866365","1437","2022-03-19"
"sinceindependence","https://www.sinceindependence.com","36138","339776079","35904","2022-03-19"
"greaterkashmir","https://www.greaterkashmir.com","609912","19141157372","608691","2022-03-19"
"dailynewsnepal","https://www.dailynewsnepal.com","143","1519474","136","2022-03-19"
"uptak","https://www.uptak.in","703222","28031083535","702721","2022-03-19"
"foodtechbiz","https://www.foodtechbiz.com","7457","126877382","7276","2022-03-19"
"magazine-watertoday","https://magazine.watertoday.org","915","14718863","814","2022-03-19"
"pratidhvani","https://www.pratidhvani.com","7","65577","0","2022-03-19"
"tendernama","https://www.tendernama.com","1095","18543481","1062","2022-03-20"
"whiteswanfoundation-kannada","https://kannada.whiteswanfoundation.org","309","3711407","273","2022-03-20"
"peoplesreporter","https://www.peoplesreporter.in","16419","446591013","16350","2022-03-20"
"newssensetn","https://www.newssensetn.com","184387","6246055332","184143","2022-03-20"
"foodtechbiz","https://www.foodtechbiz.com","7788","129511836","7635","2022-03-20"
"pratinidhimanthan","https://www.pratinidhimanthan.com","1412","10150809","1372","2022-03-20"
"kamadenu","https://kamadenu.hindutamil.in","70012","1802120468","69728","2022-03-20"
"barandbench","https://www.barandbench.com","577523","15078506656","575408","2022-03-20"
"steelguru","https://www.steelguru.com","31994","345852042","31679","2022-03-20"
"barandbench-kannada","https://kannada.barandbench.com","11582","271529474","11546","2022-03-20"
"greatkarunadu","https://www.greatkarunadu.com","495","3767623","465","2022-03-20"
"yoyocial","https://www.yoyocial.news","21510","119262584","21426","2022-03-20"
"netindian","https://www.netindian.in","34939","310976063","34806","2022-03-20"
"eastmojo","https://www.eastmojo.com","43","279604","10","2022-03-20"
"ajel","https://ajel.sa","1262430","39346823911","1261146","2022-03-20"
"iglobalnews","https://www.iglobalnews.com","5374","73565832","5243","2022-03-20"
"rajexpress","https://www.rajexpress.co","49813","706476628","49684","2022-03-20"
"matternews","https://www.matternews.org","3342","43188848","3236","2022-03-20"
"thelawyer","https://www.thelawyer.co.ke","13","813980","11","2022-03-20"
"raftaar","https://astrology.raftaar.in","28388","854147033","27942","2022-03-20"
"mimorelia","https://mimorelia.com","375480","13795483423","374446","2022-03-20"
"deshdoot","https://www.deshdoot.com","129351","2908631082","128937","2022-03-20"
"gomantaktimes","https://www.gomantaktimes.com","10671","95269693","10477","2022-03-20"
